Buffer_ID,class
BK191414,40000-50000
SI703285,10000-15000
BX2523171,over 60000
SI540724,under 10000
BX5920375,15000-20000
BX36859,30000-40000
BK710950,30000-40000
QN1111059,15000-20000
BX5263326,30000-40000
QN955845,40000-50000
BK397664,30000-40000
QN50942,40000-50000
SI7792279,under 10000
SI6712357,under 10000
SI4750,15000-20000
BX510010,20000-30000
QN102139,40000-50000
SI287360,20000-30000
BK276311,40000-50000
SI746075,under 10000
SI622923,under 10000
QN1052916,10000-15000
SI461644,15000-20000
QN472224,10000-15000
BK337732,over 60000
BX468152,40000-50000
SI7094173,10000-15000
BX502657,30000-40000
BX488622,20000-30000
QN952546,30000-40000
SI688640,10000-15000
QN984732,30000-40000
BX26153,over 60000
BK177111,40000-50000
QN451714,10000-15000
SI60363,under 10000
BK117523,over 60000
QN664631,30000-40000
QN125688,30000-40000
SI24659,under 10000
SI18016,15000-20000
SI22107,20000-30000
BX497943,30000-40000
SI65522,10000-15000
SI103937,15000-20000
BX4257150,40000-50000
BK162864,40000-50000
BK513630,40000-50000
BK17472,over 60000
BX423543,20000-30000
BX513415,20000-30000
BX319812,over 60000
BX50672,20000-30000
SI22489,under 10000
SI8013,15000-20000
QN1308956,15000-20000
SI169135,20000-30000
BX343230,20000-30000
QN1013918,30000-40000
BX267842,over 60000
SI749939,under 10000
MN40520,over 60000
QN811270,10000-15000
SI3963,15000-20000
SI869121,under 10000
BX5920371,15000-20000
QN1065541,20000-30000
BK159971,40000-50000
SI297442,15000-20000
BX5888167,20000-30000
SI290320,15000-20000
BX50177,30000-40000
BK67586,40000-50000
BX533317,15000-20000
QN1176718,30000-40000
QN15720102,15000-20000
BK93416,40000-50000
SI72530,15000-20000
SI3066256,10000-15000
QN1057711,20000-30000
QN177662,over 60000
BK37950,30000-40000
BK265124,30000-40000
BX461121,30000-40000
MN161751,over 60000
SI57117,10000-15000
SI6979314,under 10000
BX461558,30000-40000
QN819199,under 10000
QN45061,under 10000
BK149710,40000-50000
SI2400199,under 10000
SI1481300,10000-15000
BK22006,over 60000
BX378813,40000-50000
SI710640,10000-15000
BK44969,15000-20000
BX355934,40000-50000
SI22623,under 10000
QN50418,40000-50000
SI311037,15000-20000
BK369316,40000-50000
BX370061,15000-20000
SI328156,15000-20000
QN132535,15000-20000
QN69138,15000-20000
SI64573,under 10000
QN12406114,15000-20000
QN1013448,30000-40000
SI155242,10000-15000
BX411141,15000-20000
SI62724,10000-15000
SI22139,20000-30000
SI710637,under 10000
QN99159,40000-50000
SI31189,10000-15000
BX260767,over 60000
BK165824,40000-50000
SI550757,10000-15000
SI54256,under 10000
MN195715,over 60000
MN192149,over 60000
SI284457,10000-15000
BX488714,20000-30000
MN40521,over 60000
BX406416,30000-40000
QN133567,40000-50000
BX49765,30000-40000
SI85099,10000-15000
SI8525,15000-20000
QN1525102,over 60000
SI512062,10000-15000
BK475523,40000-50000
BK449719,10000-15000
SI616375,10000-15000
SI2873131,15000-20000
BK340914,over 60000
BX483625,40000-50000
BK248732,30000-40000
BK555277,40000-50000
BK435461,40000-50000
BX345741,15000-20000
SI777082,under 10000
SI223062,under 10000
SI6429,10000-15000
BX344331,20000-30000
QN1362120,30000-40000
SI4259,15000-20000
SI615210,10000-15000
SI26291,under 10000
SI78919,10000-15000
QN803689,under 10000
QN1078552,15000-20000
SI631643,10000-15000
QN1253610,20000-30000
SI7792275,under 10000
BX543150,20000-30000
SI777043,under 10000
BX307557,over 60000
QN518684,over 60000
BK54769,30000-40000
BX43008,40000-50000
SI310286,10000-15000
QN1203826,20000-30000
SI658226,under 10000
BX483536,40000-50000
QN108281,20000-30000
SI2450295,10000-15000
BX59131945,10000-15000
BX427226,30000-40000
SI111689,10000-15000
BK204471,40000-50000
QN8243305,under 10000
BX399125,over 60000
SI17333,15000-20000
SI1318135,under 10000
BK114463,40000-50000
SI685344,under 10000
SI446743,under 10000
BX238928,over 60000
BK41916,40000-50000
SI4478317,under 10000
BX450941,over 60000
BX351020,30000-40000
QN11562152,10000-15000
BX533248,15000-20000
SI196544,under 10000
QN810258,under 10000
BK223162,over 60000
SI1272394,10000-15000
BX344646,15000-20000
BX50594,20000-30000
BK146856,40000-50000
BX5417197,10000-15000
SI118428,15000-20000
SI119647,15000-20000
BK265123,30000-40000
BX498411,30000-40000
SI8873,under 10000
QN1308365,15000-20000
SI804036,under 10000
BX337045,10000-15000
SI1476103,10000-15000
QN10430222,20000-30000
SI45811,10000-15000
SI632324,under 10000
QN241713,30000-40000
QN1203813,20000-30000
BX58232556,under 10000
QN1235619,20000-30000
BK159657,40000-50000
MN185240,over 60000
QN937911,30000-40000
BK387412,15000-20000
BX429358,over 60000
BK135417,40000-50000
SI69581,under 10000
SI285438,15000-20000
SI10834,20000-30000
SI461720,15000-20000
BX242118,over 60000
SI11555,15000-20000
SI68106,under 10000
BK458883,over 60000
BX58461690,15000-20000
BX2552153,over 60000
QN909960,30000-40000
BX303542,40000-50000
SI31017,10000-15000
SI627635,under 10000
MN172769,over 60000
QN514040,over 60000
SI57642,15000-20000
QN24094,30000-40000
BK836561,20000-30000
QN102138,40000-50000
SI547412,15000-20000
SI335938,10000-15000
QN1020132,20000-30000
QN1211159,10000-15000
QN5349,40000-50000
BK651521,30000-40000
BK429024,30000-40000
SI1392,20000-30000
QN1176874,30000-40000
BX5807614,15000-20000
SI800784,under 10000
BX54327,20000-30000
BK415732,40000-50000
QN1265714,20000-30000
SI950260,under 10000
QN1031476,10000-15000
SI303954,10000-15000
BX241067,over 60000
QN503232,40000-50000
SI683421,10000-15000
SI556185,20000-30000
QN902124,30000-40000
QN997832,20000-30000
BX511820,30000-40000
SI227520,under 10000
QN10430233,20000-30000
BX3943199,over 60000
SI115422,15000-20000
SI355314,10000-15000
MN161720,over 60000
BX489881,30000-40000
BK759138,30000-40000
BX2533118,40000-50000
BX45773,40000-50000
SI1459,10000-15000
BK120619,40000-50000
BX477412,20000-30000
BX29819,40000-50000
BX58161876,10000-15000
BX30311,over 60000
BK17988,40000-50000
BK449629,15000-20000
SI6076,15000-20000
SI626613,under 10000
BK352532,40000-50000
QN360055,30000-40000
BX5725759,30000-40000
BK276737,40000-50000
SI6113,10000-15000
SI22627,under 10000
SI78215,under 10000
BK216947,over 60000
BK222417,over 60000
SI835161,under 10000
SI8212,15000-20000
QN1011595,15000-20000
SI7826397,under 10000
QN80946,under 10000
BX289696,40000-50000
QN1076549,15000-20000
BX280549,over 60000
QN976265,40000-50000
SI756212,under 10000
SI156033,10000-15000
BX238319,over 60000
SI22721,under 10000
QN160237,over 60000
QN199612,over 60000
BK395521,30000-40000
QN265530,15000-20000
BX453059,20000-30000
BX226821,over 60000
QN3851121,under 10000
SI29791,15000-20000
QN280767,20000-30000
BK325328,over 60000
SI571769,10000-15000
MN19557,over 60000
SI3635,20000-30000
QN167926,30000-40000
BK389817,30000-40000
BX496270,20000-30000
BX5645114,under 10000
BX5408418,15000-20000
BK174313,over 60000
SI42781,10000-15000
QN959536,30000-40000
SI10795,15000-20000
BK27738,40000-50000
QN198652,over 60000
BX50229,30000-40000
SI1116114,10000-15000
BX237480,over 60000
QN100486,30000-40000
SI6544,10000-15000
BK480255,40000-50000
SI703414,10000-15000
SI103925,15000-20000
QN994941,15000-20000
QN305345,15000-20000
SI779726,under 10000
SI658420,under 10000
SI7424,10000-15000
SI5324191,10000-15000
QN467212,20000-30000
SI51364,10000-15000
BX302364,over 60000
SI70356,10000-15000
BK103053,over 60000
SI6712398,under 10000
BX294839,30000-40000
SI35415,10000-15000
SI63066,10000-15000
BX40471,30000-40000
BK117567,over 60000
BK710441,30000-40000
BK4064138,40000-50000
BX4752131,20000-30000
BX274530,over 60000
MN161745,over 60000
BK651520,30000-40000
QN12437186,15000-20000
BK197913,40000-50000
BX5533111,15000-20000
QN1201117,20000-30000
QN171934,over 60000
BK254153,30000-40000
SI689694,under 10000
BK1854,40000-50000
BK383343,30000-40000
BK279137,over 60000
BK277024,40000-50000
MN73250,40000-50000
SI629612,under 10000
BK356030,over 60000
BX424435,15000-20000
SI77421,20000-30000
QN248338,30000-40000
BX51255,20000-30000
QN1266829,15000-20000
QN1312328,15000-20000
QN113510,20000-30000
BK25146,over 60000
SI529619,10000-15000
QN1360934,20000-30000
BK56364,over 60000
BK369219,40000-50000
QN1081518,20000-30000
QN1068045,20000-30000
SI82466,15000-20000
BK13757,40000-50000
BX274455,over 60000
SI51523,10000-15000
QN909511,30000-40000
SI626670,under 10000
QN289311,30000-40000
SI628745,under 10000
BK7104398,30000-40000
BK313620,40000-50000
BX2887169,over 60000
SI17592,15000-20000
BX357543,30000-40000
QN1216342,20000-30000
MN215760,over 60000
SI1132135,10000-15000
QN1216339,20000-30000
SI1513,10000-15000
SI5724116,15000-20000
BK790427,20000-30000
MN2177255,over 60000
QN5003136,over 60000
QN37289,10000-15000
SI702245,under 10000
SI7775190,under 10000
BX58192175,under 10000
QN1326736,10000-15000
BX349927,20000-30000
MN1724117,over 60000
QN658442,15000-20000
SI618167,10000-15000
BX305078,over 60000
SI421,20000-30000
BK49948,over 60000
BX47645,30000-40000
BX5263342,30000-40000
QN941448,40000-50000
BX402732,40000-50000
BK177754,over 60000
SI337675,10000-15000
BX379072,40000-50000
QN250663,30000-40000
QN1014954,30000-40000
SI656536,under 10000
SI286452,15000-20000
SI285815,15000-20000
SI6238,15000-20000
BK543640,40000-50000
SI419111,under 10000
SI2840120,10000-15000
SI571770,10000-15000
BX5913937,10000-15000
SI2899305,15000-20000
QN1556813,40000-50000
SI126396,15000-20000
BK543724,40000-50000
BX336657,under 10000
QN1236247,20000-30000
QN805145,under 10000
QN1155116,15000-20000
SI77301,under 10000
QN115597,10000-15000
SI1318109,10000-15000
SI160024,10000-15000
BX309554,over 60000
SI122821,15000-20000
SI703564,10000-15000
BK211745,40000-50000
BK273513,40000-50000
BX319666,over 60000
BK788915,20000-30000
BK498415,40000-50000
SI1116148,10000-15000
SI789087,10000-15000
SI101217,15000-20000
BX287423,over 60000
BK818551,30000-40000
BK326529,over 60000
BK213028,over 60000
BX45206,30000-40000
QN13434118,10000-15000
BX506945,20000-30000
QN1022943,20000-30000
QN1067883,20000-30000
BX331850,over 60000
QN1165123,30000-40000
QN372850,10000-15000
SI623624,10000-15000
QN467850,10000-15000
SI6523101,under 10000
SI86954,under 10000
BK73411,20000-30000
SI77981,under 10000
SI76536,15000-20000
BX2879156,over 60000
BX319667,over 60000
SI7566226,under 10000
BK38881,30000-40000
SI627755,under 10000
BK175432,over 60000
BK1053179,40000-50000
QN280760,20000-30000
BK224253,over 60000
SI355250,10000-15000
SI22176,15000-20000
BK40106,40000-50000
SI43046,10000-15000
SI263641,under 10000
QN92998,40000-50000
SI8559,15000-20000
SI88351,under 10000
SI657022,under 10000
QN15728,over 60000
SI359544,10000-15000
SI359921,10000-15000
SI203035,under 10000
SI3318113,10000-15000
BK659284,40000-50000
BK387441,15000-20000
SI91814,under 10000
BK15568,40000-50000
SI802875,10000-15000
SI690131,under 10000
SI70323,10000-15000
SI14853,10000-15000
BK407912,40000-50000
QN2798138,20000-30000
QN725124,under 10000
BK80223,40000-50000
SI37752,10000-15000
BK45575,15000-20000
BX406426,30000-40000
SI306315,under 10000
QN1329116,15000-20000
SI61179,15000-20000
SI6712361,under 10000
SI31216,10000-15000
SI126179,10000-15000
BK379225,40000-50000
BX46065,40000-50000
QN1311645,20000-30000
QN982649,40000-50000
QN629072,15000-20000
BX404846,30000-40000
QN12529205,20000-30000
BX30545,over 60000
SI139107,10000-15000
SI238167,15000-20000
BX297141,over 60000
BK162230,40000-50000
BK47956,40000-50000
SI799750,10000-15000
QN29021,30000-40000
BX268488,over 60000
BK394935,40000-50000
SI792878,under 10000
QN605547,under 10000
QN1307553,20000-30000
SI22615,15000-20000
QN1155291,10000-15000
QN100576,20000-30000
BK194113,over 60000
BX5949295,10000-15000
QN1007840,30000-40000
BX239811,over 60000
SI48039,10000-15000
BK44472,under 10000
BX5870598,20000-30000
SI7826408,under 10000
SI290615,15000-20000
SI440329,under 10000
BK18111,40000-50000
BX537549,20000-30000
SI773072,under 10000
SI10812,20000-30000
QN155447,over 60000
SI127263,10000-15000
BK512818,40000-50000
BX469733,40000-50000
BK44961,15000-20000
SI57530,15000-20000
QN378062,15000-20000
SI869956,under 10000
QN271327,20000-30000
QN1012961,20000-30000
QN1269587,15000-20000
BX308839,over 60000
BK504640,over 60000
BX459713,40000-50000
QN469921,15000-20000
QN120835,30000-40000
BK790122,30000-40000
QN117906,20000-30000
SI4351,20000-30000
BK145965,40000-50000
QN9314128,40000-50000
QN1247763,20000-30000
BX533529,15000-20000
BK503026,over 60000
BK3207137,over 60000
BX453036,30000-40000
SI289214,15000-20000
BX533122,10000-15000
QN119241,20000-30000
QN639119,under 10000
QN1189612,under 10000
SI788678,under 10000
BK191116,40000-50000
BX313117,40000-50000
BX410747,20000-30000
BK676667,40000-50000
BK481463,40000-50000
SI73759,under 10000
BX532627,10000-15000
MN166524,over 60000
QN518116,over 60000
BX469816,40000-50000
BK559153,over 60000
BK131164,over 60000
BX484832,40000-50000
SI75624,under 10000
QN723978,10000-15000
SI4071,20000-30000
BK569948,40000-50000
SI749941,under 10000
QN8233112,under 10000
SI1272272,10000-15000
SI40355,under 10000
SI8519,15000-20000
SI1632212,15000-20000
BK241235,over 60000
SI793317,under 10000
BX3232108,30000-40000
QN11151130,20000-30000
BK38741,15000-20000
BK38001,40000-50000
SI56568,20000-30000
SI16227,15000-20000
BK14508,40000-50000
SI6226104,under 10000
SI5520110,15000-20000
BX498472,30000-40000
SI5735156,10000-15000
SI123681,10000-15000
BK178127,over 60000
QN5003137,over 60000
BK195130,over 60000
BX5021103,30000-40000
BK421312,40000-50000
BK82919,40000-50000
SI121131,10000-15000
SI126168,under 10000
QN12535163,20000-30000
QN198019,over 60000
SI322966,10000-15000
BX484819,40000-50000
QN358216,20000-30000
SI355466,10000-15000
BX250687,over 60000
SI3715,20000-30000
QN142931,40000-50000
SI22872,under 10000
SI688839,10000-15000
QN328925,20000-30000
QN8974256,40000-50000
BX336719,under 10000
QN248246,30000-40000
BX472863,30000-40000
BX3252203,20000-30000
BX389551,40000-50000
SI46995,under 10000
SI4815,20000-30000
BX4681130,40000-50000
SI327259,15000-20000
QN1021911,30000-40000
SI655991,under 10000
SI7051,10000-15000
QN1109237,15000-20000
SI1158100,10000-15000
BX232638,over 60000
SI69973,10000-15000
QN239763,20000-30000
QN1292876,15000-20000
QN193555,over 60000
BX5944122,under 10000
SI29588,under 10000
SI95017,under 10000
SI6815114,under 10000
MN203415,over 60000
BX320643,over 60000
QN1253760,20000-30000
QN1218330,20000-30000
SI51445,10000-15000
SI299157,15000-20000
QN1325516,10000-15000
QN668831,30000-40000
QN931961,40000-50000
BX468365,40000-50000
SI1896,15000-20000
SI3121191,10000-15000
SI776441,under 10000
BK186315,40000-50000
BK52729,30000-40000
SI12362,10000-15000
BX33029,over 60000
BX58471313,10000-15000
SI440327,under 10000
SI111669,10000-15000
QN619242,under 10000
SI64114,10000-15000
MN212551,over 60000
BK78655,20000-30000
QN121117,10000-15000
QN940617,30000-40000
QN345537,over 60000
SI108640,10000-15000
SI22225,20000-30000
SI22929,15000-20000
QN192964,over 60000
SI457273,10000-15000
SI687853,10000-15000
QN130357,15000-20000
BK177478,40000-50000
SI522355,10000-15000
SI112174,10000-15000
BX498322,30000-40000
QN695422,20000-30000
QN520244,40000-50000
BK8235135,20000-30000
QN444813,under 10000
SI749943,under 10000
SI749649,under 10000
QN271617,15000-20000
BK372326,30000-40000
QN101909,20000-30000
SI678844,under 10000
SI36658,10000-15000
SI6212113,10000-15000
BK201453,40000-50000
QN24286,20000-30000
SI4752,15000-20000
BK545482,40000-50000
BX465789,40000-50000
QN94004,40000-50000
QN10244223,20000-30000
QN1307215,15000-20000
SI17424,15000-20000
BX415312,20000-30000
BX542634,15000-20000
QN232532,40000-50000
BK326530,over 60000
BX58891495,20000-30000
MN161735,over 60000
SI2064,20000-30000
QN1232660,20000-30000
SI5485110,15000-20000
QN1178644,20000-30000
BK387445,15000-20000
BK82166,30000-40000
BX238339,over 60000
BK435456,40000-50000
BK40861,40000-50000
QN1334432,15000-20000
MN163722,over 60000
BK595047,40000-50000
QN1367012,20000-30000
BK387551,15000-20000
BK18171,40000-50000
BK36203,40000-50000
BX298564,40000-50000
BK663449,40000-50000
BK434850,30000-40000
MN17307,over 60000
QN1167611,20000-30000
BK226240,over 60000
BX513314,20000-30000
SI219793,under 10000
SI572033,15000-20000
BK563010,over 60000
SI1116126,10000-15000
BK201656,40000-50000
SI602525,10000-15000
BX498834,30000-40000
SI222423,under 10000
SI160211,10000-15000
BK73811,40000-50000
BK8840225,15000-20000
SI4345,20000-30000
MN2134146,over 60000
SI239195,10000-15000
BX530722,10000-15000
QN639124,under 10000
SI38959,10000-15000
QN280854,20000-30000
BK712844,30000-40000
BK506261,over 60000
QN527250,20000-30000
BK45391,15000-20000
SI36121,20000-30000
SI620929,10000-15000
QN134911,15000-20000
BK542347,over 60000
BK814560,20000-30000
QN723967,10000-15000
QN372717,10000-15000
QN944553,20000-30000
QN8114227,10000-15000
BK468555,40000-50000
QN300294,20000-30000
QN114101,15000-20000
BX434095,40000-50000
QN356921,20000-30000
SI228240,under 10000
BX48277,40000-50000
BX289233,over 60000
SI546518,15000-20000
BX393218,over 60000
QN100446,30000-40000
QN8081239,under 10000
SI61453,under 10000
SI58634,10000-15000
SI61110,10000-15000
QN725756,10000-15000
SI61193,15000-20000
MN177228,over 60000
BK366225,20000-30000
BK17473,over 60000
BK197059,over 60000
SI1254121,15000-20000
BX533834,15000-20000
BK197068,over 60000
SI2450210,10000-15000
SI571060,10000-15000
QN1327115,10000-15000
BX5518244,10000-15000
SI529310,10000-15000
BK733691,30000-40000
SI85473,10000-15000
BX496225,20000-30000
BK343347,40000-50000
QN51017,40000-50000
BK342639,40000-50000
BX2977108,40000-50000
BX466217,40000-50000
SI322965,10000-15000
BX534922,10000-15000
MN204559,over 60000
SI779710,under 10000
SI5485100,15000-20000
BK36205,40000-50000
BX3251422,30000-40000
QN1252618,20000-30000
SI89544,under 10000
MN44732,over 60000
BX468748,40000-50000
SI64100,10000-15000
SI610363,under 10000
BX5562130,20000-30000
BX379833,40000-50000
SI685810,under 10000
SI359954,10000-15000
SI170413,10000-15000
SI21929,15000-20000
QN927893,30000-40000
BK146735,40000-50000
BX456840,40000-50000
QN1015057,30000-40000
SI22105,20000-30000
SI121869,15000-20000
BK316649,40000-50000
QN1203147,20000-30000
SI158155,15000-20000
BK115235,40000-50000
QN5341,40000-50000
BK65419,20000-30000
SI109942,15000-20000
QN1155121,10000-15000
BX5654258,under 10000
SI1495,10000-15000
SI577578,10000-15000
BK429021,30000-40000
SI4478550,10000-15000
BK78249,30000-40000
SI222910,under 10000
SI424016,10000-15000
QN1175741,30000-40000
QN683121,20000-30000
SI404390,under 10000
SI6212115,10000-15000
BK787557,30000-40000
BX313950,30000-40000
BK544261,over 60000
BX58532214,15000-20000
BK6341,30000-40000
SI262545,under 10000
BX5920381,20000-30000
SI527742,10000-15000
BX3118130,over 60000
BX42421,15000-20000
BX383217,30000-40000
SI8130,15000-20000
MN177248,40000-50000
BX5409326,15000-20000
BX553266,15000-20000
BX378113,over 60000
SI630263,10000-15000
SI52198,10000-15000
BX501735,30000-40000
BK72953,40000-50000
SI5735100,10000-15000
QN1029855,15000-20000
QN1025187,20000-30000
SI67899,under 10000
QN12666106,15000-20000
BK40032,40000-50000
QN118033,20000-30000
BX484482,40000-50000
BK317140,40000-50000
BK42156,40000-50000
SI62511,under 10000
SI1598,20000-30000
BK363121,40000-50000
BK762910,30000-40000
BK126339,40000-50000
BK674050,40000-50000
BK136391,40000-50000
BK576832,40000-50000
SI618140,10000-15000
SI2899303,15000-20000
SI228043,under 10000
QN166125,30000-40000
SI84130,under 10000
BX542625,15000-20000
QN373123,15000-20000
QN325020,15000-20000
SI53697,15000-20000
SI60291,10000-15000
SI60261,under 10000
BX269279,40000-50000
SI794043,under 10000
BK160310,40000-50000
MN161748,over 60000
BX335561,40000-50000
BK226455,over 60000
QN1372826,10000-15000
SI64559,under 10000
QN1219348,20000-30000
BX476545,30000-40000
BK349922,40000-50000
QN200910,40000-50000
BK733647,40000-50000
QN10265134,20000-30000
SI8877,under 10000
QN1238531,20000-30000
BK226916,over 60000
BX455854,30000-40000
SI77971,under 10000
BK322814,over 60000
SI65757,under 10000
SI65857,under 10000
BX58182008,10000-15000
BK154929,40000-50000
BK147513,40000-50000
SI9201,under 10000
BK165328,40000-50000
SI469943,under 10000
QN16659,15000-20000
BX29656,40000-50000
SI775735,under 10000
BX3237123,over 60000
QN762119,15000-20000
SI13239,10000-15000
MN224027,over 60000
SI5614249,10000-15000
BX296021,40000-50000
BK67269,40000-50000
BX5920374,15000-20000
BK396046,30000-40000
SI27705,under 10000
SI703580,10000-15000
BK9554,40000-50000
BK349946,40000-50000
SI1318132,under 10000
BX543036,15000-20000
QN1214417,30000-40000
BX501736,30000-40000
BX384521,20000-30000
QN396617,20000-30000
MN171731,over 60000
SI627640,under 10000
MN194127,over 60000
SI28923,20000-30000
BK89745,30000-40000
QN277516,15000-20000
MN186731,over 60000
QN1030128,15000-20000
SI433145,under 10000
QN8367115,10000-15000
SI89730,under 10000
BX58192238,under 10000
BK36922,40000-50000
QN94006,40000-50000
SI4229193,10000-15000
SI7702134,under 10000
BK396044,30000-40000
BX5808359,15000-20000
BK36733,30000-40000
QN1155516,10000-15000
BK19537,over 60000
SI61130,10000-15000
BK395724,30000-40000
BK496731,over 60000
BX511965,30000-40000
SI321112,10000-15000
QN12666107,15000-20000
BX5654385,under 10000
SI703469,10000-15000
SI57646,15000-20000
BX58432027,10000-15000
SI631758,10000-15000
SI522620,10000-15000
BX253372,40000-50000
QN1085831,20000-30000
BX44028,10000-15000
BK429030,30000-40000
QN1258121,20000-30000
SI297256,15000-20000
BK176255,over 60000
QN1007843,30000-40000
SI321,20000-30000
QN302858,20000-30000
SI262132,10000-15000
BX496424,15000-20000
QN1236046,20000-30000
QN241095,20000-30000
SI62390,10000-15000
BX237861,over 60000
QN64770,40000-50000
BK378021,40000-50000
BX42767,20000-30000
SI950160,under 10000
SI526844,10000-15000
QN1155530,10000-15000
QN198340,over 60000
BX285038,over 60000
QN1031494,10000-15000
MN172943,over 60000
BX5920397,15000-20000
QN10195157,20000-30000
SI334718,10000-15000
BX565515,under 10000
BX5626237,under 10000
MN213441,over 60000
QN5843175,10000-15000
BK454617,15000-20000
BK249410,30000-40000
SI522395,10000-15000
BK399636,40000-50000
SI544724,10000-15000
QN950050,30000-40000
BK114913,40000-50000
BX387836,over 60000
SI535557,under 10000
BX269454,over 60000
SI61061,under 10000
QN8286186,10000-15000
BK27761,40000-50000
BK223116,over 60000
SI7106183,10000-15000
BX260956,over 60000
SI7863116,under 10000
SI678481,under 10000
SI160222,10000-15000
BK506666,over 60000
QN329492,40000-50000
BX412812,30000-40000
SI708720,10000-15000
SI14621,10000-15000
QN1262912,20000-30000
BX466025,40000-50000
QN617431,10000-15000
SI6444,10000-15000
BX5644220,under 10000
BK185449,40000-50000
SI285818,15000-20000
BK154832,40000-50000
SI226068,under 10000
QN170043,over 60000
SI710657,10000-15000
BX489763,30000-40000
SI1501,10000-15000
BX53616,15000-20000
BX541565,15000-20000
BK321521,40000-50000
SI70331,10000-15000
SI564210,10000-15000
SI320812,10000-15000
BK112240,40000-50000
QN1229363,10000-15000
BK15861,over 60000
QN1014045,30000-40000
BX508073,20000-30000
SI952153,under 10000
BK72911,40000-50000
QN941363,40000-50000
QN282575,20000-30000
QN464533,15000-20000
QN688126,10000-15000
QN1176553,30000-40000
QN103367,20000-30000
BX475746,20000-30000
BK348633,20000-30000
BX351520,30000-40000
SI4125,20000-30000
QN1552645,30000-40000
BX355718,40000-50000
BX500421,30000-40000
QN467847,10000-15000
QN50918,40000-50000
BX461054,30000-40000
SI61194,15000-20000
SI8040,15000-20000
MN43819,over 60000
SI119641,15000-20000
BX34308,20000-30000
BX269552,over 60000
BK114917,40000-50000
QN100078,20000-30000
MN166729,over 60000
QN122531,20000-30000
QN671791,20000-30000
BX274544,over 60000
SI95229,under 10000
BK196659,over 60000
QN1115163,20000-30000
BK780446,30000-40000
SI618362,10000-15000
QN8637123,15000-20000
SI9191,under 10000
SI85333,10000-15000
QN122678,40000-50000
SI64122,10000-15000
SI643115,under 10000
BX347118,20000-30000
BX495468,30000-40000
BX58512057,10000-15000
QN354880,40000-50000
QN1070539,20000-30000
SI94227,under 10000
BX496720,15000-20000
SI21180,15000-20000
QN13434123,10000-15000
SI7534119,under 10000
MN18525,over 60000
SI7775184,under 10000
BK759411,40000-50000
BX5877860,20000-30000
SI2450205,10000-15000
SI85357,10000-15000
SI36348,10000-15000
BX49847,30000-40000
SI57019,10000-15000
BK572064,40000-50000
BK559816,over 60000
SI155246,10000-15000
QN241082,20000-30000
MN2215235,40000-50000
SI635811,under 10000
BK38565,20000-30000
QN305472,10000-15000
SI103967,15000-20000
BK740460,40000-50000
SI559033,10000-15000
QN96867,40000-50000
BX324671,30000-40000
BX419613,30000-40000
BX344320,20000-30000
BK712939,30000-40000
BX262233,over 60000
QN1177510,20000-30000
BX411227,15000-20000
SI63912,20000-30000
QN1042095,20000-30000
BX331168,40000-50000
SI624367,under 10000
BK522715,over 60000
BK176740,over 60000
QN1252929,20000-30000
SI28189,20000-30000
BK44965,15000-20000
SI1196196,15000-20000
BK214614,over 60000
QN9776120,30000-40000
QN12778111,15000-20000
QN804527,under 10000
BX476826,20000-30000
BX500852,30000-40000
BK175419,40000-50000
QN394960,20000-30000
BX251518,over 60000
MN182421,over 60000
SI623252,15000-20000
BX523255,40000-50000
SI951,10000-15000
SI57625,15000-20000
BX5913885,15000-20000
BX309242,over 60000
SI573334,10000-15000
QN1019358,20000-30000
QN1238190,20000-30000
BX58182025,10000-15000
BK142916,over 60000
BX488626,20000-30000
SI702070,10000-15000
SI779611,under 10000
BK372320,30000-40000
SI7267385,under 10000
SI817,15000-20000
SI514543,10000-15000
BX303636,40000-50000
BK32042,40000-50000
BX2506100,over 60000
BK225048,over 60000
QN2799131,20000-30000
SI57124,10000-15000
SI289821,15000-20000
SI1278100,under 10000
MN201148,over 60000
QN13750350,10000-15000
SI465815,under 10000
QN1239311,20000-30000
BX513576,30000-40000
BX426419,40000-50000
BK846371,10000-15000
MN2179474,over 60000
SI734928,10000-15000
SI30664,10000-15000
BK405316,40000-50000
BX344223,20000-30000
BK652723,20000-30000
QN1089519,20000-30000
SI25697,under 10000
BX534520,10000-15000
QN962333,20000-30000
SI298221,15000-20000
SI34037,under 10000
QN11931123,30000-40000
QN1288635,10000-15000
MN203963,over 60000
SI254115,under 10000
QN514149,over 60000
QN1069816,20000-30000
BK832337,15000-20000
BX456415,30000-40000
QN101506,30000-40000
SI859,15000-20000
SI773010,under 10000
SI263753,under 10000
SI126219,10000-15000
SI37214,10000-15000
SI76457,15000-20000
BK406713,40000-50000
BK658712,40000-50000
BK154827,40000-50000
SI422046,10000-15000
QN2790115,10000-15000
QN365716,30000-40000
QN1177893,20000-30000
BX508074,20000-30000
QN825112,under 10000
BK278539,over 60000
SI419210,10000-15000
BK539375,over 60000
QN324915,15000-20000
BK161692,40000-50000
BX2850160,over 60000
BK548831,40000-50000
BK334850,40000-50000
BK176865,over 60000
BK9647,40000-50000
BX5729607,30000-40000
BX356053,40000-50000
QN31131,20000-30000
BK678261,40000-50000
BK713213,30000-40000
BX25377,40000-50000
BX53952,30000-40000
BK569616,over 60000
BK455734,15000-20000
QN96956,40000-50000
BX58353060,under 10000
SI47597,10000-15000
SI603,15000-20000
BX334328,over 60000
SI231,15000-20000
